"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"11",11598.4086933903,11360.6539440977,11442.9271378405,11435.4364599068,11178.5539976422,11496.1098590708,11456.1043814043,11054.9578631876,12010.8227328891,10819.3697217492,11689.873279241,10919.5307681108,11635.4458469844,13000.2666167834,10882.758092938,12541.3250390754,10585.7145420974,9583.51285148983,12243.7276294317,13442.5087935758,12183.6291109761,12108.454260489,11475.8188997093,11826.65748456,10637.0862051852,8182.89937179568,9854.01764540748,10477.8713945658,13138.6962072847,11362.306164479,10345.8480968055,13150.6828194275,13226.8455605076,8281.82861464756,12337.9723034373,8399.25814484235,14577.1807763865,13588.2194118269,10842.7026239793,11295.8842193719,7978.82725161256,11740.421130508,15772.4134661291,11880.3647386826,9587.90514696024,17145.0079247122,12416.9490036974,11718.2509393774,11812.3704097487,13010.13855896,10262.8275763704,9413.26285640523,7668.51566263997,12953.9282827759,12311.8323178255,9495.55769817254,17291.5144143772,12615.992743704,12681.3021790332,7607.30099330548,10172.4049293193,7668.1714059735,7123.16031938043,10788.6507244296,11190.0839924454,9414.81487271479,8093.95268355504,11227.8041422066,23215.0727646633,12162.7300437282,14771.8589723734,10576.6690174454,12037.6693060125,13583.5719667602,11917.4134214155,11310.6944901841,10606.7580487888,9065.20948897786,9117.29554146154,9822.51873401457,14021.7904866175,12675.397213669,15529.9212232061,14567.2963114948,20561.813869601,16401.9090700133,6991.36080916906,14080.1190449828,8214.76904389108,13469.3430344069,11113.8413280527,10164.8492816438,11571.1477340307,14967.6507924178,12341.8990318814,9137.88962220528,21216.9500581774,9242.52147338261,5282.09912402971,13321.4424206411
"12",11229.096353355,11668.2029014379,11690.9319513985,11852.0031227195,11282.6202646965,11250.7956686894,11819.0158457655,12043.5187496015,9915.37393408945,11656.9997103367,11251.8210635328,12849.5065437472,12357.7109948279,11051.7704888101,10227.871951369,12596.2186457383,11501.0790849175,10804.6928837176,11298.6688918448,11705.7965682768,11395.6971041747,9597.98314482734,11238.8342921248,9916.43141665302,11448.1512872413,11805.256148801,10541.0227154898,12986.9622044271,12689.2292719615,9990.4084717808,10145.975438969,9919.28953464499,11038.3198535969,10238.4493946051,12977.7434115789,11581.255632852,12270.0693171736,18902.9194893783,13881.9631233683,12590.7494315547,12716.5949476589,12948.2270745905,10539.7260053267,12900.7744682368,11348.3534444822,9276.35118454665,9790.5206496209,9920.87657021368,10955.9491885537,13038.9254565231,14647.8539396662,14217.9942150271,11882.4315980991,14906.4983151812,12377.3395141975,10835.7258286864,11276.6152237948,15105.6048570785,6678.59390968523,13981.5021237297,11075.6037400416,8803.73965325922,13931.2264645475,12064.4712967473,12234.1619577266,11975.4372564072,16344.1304561036,10710.7671919464,10193.9582469854,11840.509507798,8834.26927883494,12180.8985637601,12465.1352243943,8048.32702497532,9668.22874696548,13240.1906331933,12294.2298915153,7679.15258416014,14854.6025597391,8745.33641238621,18584.0066261469,10925.5956796752,13364.7812031931,7075.80651310234,10700.2715928137,10282.0009626567,15673.4226276898,8858.59071908062,9989.88139484735,11693.4798057612,12887.2646453437,15087.9194205571,15101.6706848855,6770.77791284606,8543.01264920857,10824.4644844203,11777.4843562047,8615.22269107599,16556.7332408646,5635.4397990624
"13",11388.5320705253,11207.851899216,11331.1292355605,11369.5651727579,11385.8286233746,11670.4532404853,11428.6324794319,11287.8091363961,11057.248403507,11278.3761154164,10176.7573048321,11933.0216337661,10982.4941727574,10893.257668262,11303.7124144727,10779.4078051136,12343.4608249181,10931.2433405336,11009.8462390843,9918.76475085997,12056.077601861,11574.9516766817,11200.0639409847,13606.0066782321,11567.0064401739,12064.7106416842,11823.3214924415,9592.24340853225,10141.4432312528,12088.8923978365,10911.3973479799,10181.8941153154,10327.9740416726,14309.401511745,9421.7962880296,9731.62688502249,13248.8325641817,12477.7236925886,12934.6866418301,10998.8575854465,9437.44760480733,14211.0986509726,12761.475607092,10913.5139588187,13844.8190185772,12840.7253139193,10738.6331130364,12764.4524727879,12147.6623696285,11626.3626573918,5638.99121204727,13045.3406806028,9812.17944443341,11098.1721522359,10905.2982740889,18196.7335790151,6874.72008428105,10156.882709444,10202.2319998325,8891.42861857695,11488.1299738219,6935.34585336302,13251.0792738137,8332.27371946476,10463.0910942853,7363.04454342377,9309.76485841888,11990.4336050801,12142.1317128823,9854.86383800738,7276.92459440039,10649.2027346516,15816.2054755764,19754.7127815474,12469.9760721192,10989.9098064637,21715.0185203139,12432.8890525016,12919.0693474347,13717.9301669407,7573.24919660332,9864.95733740634,11793.9725454089,11040.6033181721,11770.5225842677,8727.20112301739,19254.409751929,14842.7828960165,5367.76786652114,9788.99940165674,11169.0758479724,12629.1214989835,5714.57386492943,11359.486419522,10740.2479038431,12704.7102646878,11433.9437524449,15155.6616266373,8083.56843843997,11972.9792732326
"14",11332.2708838669,11777.2999149622,11213.3376095768,11151.5383017504,11734.9653869465,11400.6652469662,11437.2924821238,11431.0230325968,11677.8730750174,11477.0274240693,11559.9251713313,11935.4467774789,10388.9857053601,11924.0344613694,10794.6662330962,11335.6553467337,11740.65681483,10958.2610816007,12135.9344252296,11766.1851719148,11391.871699187,12133.4691257416,12034.3191477544,11667.5566593308,11579.2751459632,11701.4460985317,9643.51588314833,11844.9633967931,11890.8162954166,10701.1226074531,11365.8110226747,11491.3457448718,12193.9741664645,12916.5199479321,13976.9938458986,11759.0454687313,11043.7140011298,9024.8406890002,10050.9107238027,7761.80527418569,15131.630966395,14258.6018499324,11356.4775967239,11933.2227776449,12196.069568987,12715.9638816598,8755.83749827259,9819.66670898421,11280.5155393165,12678.6295898966,8568.54336647911,11296.8473189285,10559.1661697679,10026.8688742535,10523.3406488224,12437.8370459244,10592.3477391368,10311.6496160596,13126.5132751142,11893.2676009875,13628.612406661,11171.3713751757,14056.5892811441,13352.8704060502,12335.3392968924,18097.5193192922,9322.75775874073,7243.48056487144,17123.2723348624,10605.301148198,8139.31572661543,10790.7915017278,13954.9150732037,21054.2128502097,12066.0856576009,15708.1207211293,18116.8882232897,8129.1346411839,10891.4481524834,11674.2873027758,11892.9001681891,10230.8100744908,12780.9112316452,18603.6109241236,9762.76540191203,13336.4547404099,27483.8590837437,13457.9901116995,11782.4551580001,8056.62476460143,19387.6088945819,9109.84409153387,20451.9397179666,6363.24339764046,6249.96200444269,14632.0263556917,8747.32291013943,14087.294125229,13134.313112926,7759.05399972233
"15",11452.0838304664,11528.3693468076,11376.4203875123,11293.7537214192,12007.4241013278,11986.0271358754,11531.2911368673,11126.1302068984,11805.3452667268,11666.7632162263,10539.5546606483,12671.901950604,10717.3977726203,10529.5472415226,12375.3925390913,10766.7433852206,11214.7127385381,11297.0899453402,12055.1890951907,11021.7742723213,10424.132476321,11867.0922583138,10735.3261573116,12090.6785587952,10433.075524916,10386.4433389502,9440.32355168505,11662.8463480349,13631.1067450784,11006.7577809546,13677.5327964894,12717.4499225895,8715.68569965893,14455.4225132202,12784.3194148695,11520.8386894404,11190.9012376225,10122.9499660572,13531.9192251944,10411.9281938933,15530.2687954377,15023.2302897509,8928.21925937827,13082.3025659577,11904.0923210087,11309.3092316729,18581.010224577,12632.5901637632,9284.58233063752,8847.82475219018,11204.4357761219,9199.75500884463,12069.9730798027,14589.0069433461,9096.72380498354,12880.0420549829,13201.5167160799,13563.5454593857,9311.91484751467,11814.3603835742,11804.4835052157,10712.4175284597,11072.1264693363,11013.4481910872,17870.3549759353,11484.1190182164,16342.8889203795,11153.0352790886,12959.621832218,6954.26544907585,6504.16626332804,11692.3821706083,17164.2769571885,9342.89048164746,9566.6848671838,13582.4816411767,10122.207945998,12727.0678704999,12925.4226577899,14080.3972949392,11346.6312482735,8305.44162716479,6626.55489480912,9572.28833108174,12378.4268970766,18120.6510152463,11098.2906670141,11081.8406656138,13398.1322338464,14908.412667714,7762.87698312387,11612.6787919425,18042.3669559462,8502.26638829226,22813.148315834,6984.25291478632,10879.625023399,13597.3350616783,12633.2678535019,16858.5098941603
"16",11675.1060138837,11309.6930992114,11792.9102348414,11387.7018785479,10959.812450409,11496.6785974394,11556.1642283356,11904.4424690112,10711.2379439909,12084.0270061825,11702.4498329097,12549.7043082225,10155.977103962,11078.6240302935,11478.8574594944,9980.16366462964,11366.2266508944,11264.8817919804,10288.5121476003,11060.0418805972,10220.9577784904,12894.1653432892,10090.9177346667,12448.9444401755,12454.8591929953,10339.7115170465,11054.7139585868,10227.4168801214,9096.64629209679,11227.8947339749,14179.34041694,11306.6447026492,12518.6678289052,12952.527077813,10283.2486716258,12389.3950572515,13134.6153996602,11705.4096855011,10460.6396191084,12703.6551852438,10332.7676492464,12025.4692141739,13886.7940771219,13494.9307934888,11116.0560681749,13214.3583867156,9841.82728431252,11130.1170851427,11942.0386146203,14606.2043518189,16918.8615175116,13679.2141656507,10679.9949296092,9448.02267392708,13145.8184875498,12124.3978381309,10321.0526779942,9009.36768827465,11192.3651309,12426.0620951381,9727.39038784876,9255.53994447579,18183.8051047049,17232.0505520045,17823.0899642589,11369.8107687936,10796.8647228983,9224.74551935496,11456.3723242976,10207.9026683282,9473.0204155106,13469.894831856,13659.1176268976,6406.53157120529,13340.163664276,7803.45072226379,8086.10240643173,16738.2227545798,14536.3054461381,13120.043354977,9047.33175464726,6958.09192261028,15615.6991033212,9427.22566997222,13216.6951276358,16113.0220385229,7633.91919793802,8782.59296229157,10876.4086582044,16792.8047406004,11480.119143026,10724.4676894147,12123.9976071774,11251.8315448332,15563.5745877776,11832.7033750656,13546.5067431961,6972.5922340448,25284.3737611071,11494.4417680589
"17",11445.060224773,11153.8653732421,11242.4700057875,11476.6861421668,11777.8642018222,11531.4281775454,11233.2032668735,11704.2694757412,11052.0170570266,11564.5180342918,11999.4282052105,11705.2393518176,11388.3994321709,11090.1183714383,12678.1502738881,10842.13302847,12397.6246661103,11441.3908465151,12144.0942951529,12995.3213890671,11531.2693248786,11423.832556363,13213.8959660892,11861.7278326751,10427.8423462058,12246.7770223963,9569.38632516895,13213.8728139617,10254.4185095006,12362.6057347155,10179.6433523581,10660.2153667114,9213.14804903736,11678.9104218063,11934.3875651992,10929.348771981,11329.6793437511,9899.60152809191,10407.5965050305,12878.3830779157,11303.9666487667,11643.1855019102,11568.7462272546,13668.8362084831,10896.2883581936,14930.5027204161,10059.1553748666,12735.2707087014,15057.8884667682,12051.1768755936,9082.96807213673,11549.6018819492,8784.50781236162,14181.743794393,11645.1084707659,11943.1710371032,15562.7915221941,16496.2871608723,14625.9098065383,9762.09092869018,13592.3379982301,11805.2944145177,12347.898051584,11476.3959637772,7807.33575440175,9454.79110440593,8672.08919609189,18698.5635996925,11807.5388730078,11299.9084066246,8366.65185505015,9255.47256117253,11473.9741423094,5749.93867106262,7488.16418809501,15478.2099395575,6613.59016385378,12709.7677594543,16873.1312005069,6111.08750768605,11039.8091858253,11435.4347065351,10250.2343461806,10449.3652360181,12121.181238102,9536.02250849357,13944.0401635424,10579.4945496008,15726.9684924303,16471.5023646529,14542.2339751539,6387.49168018871,13646.1610406667,16440.2181956521,7788.02566652982,11406.8642727184,8428.82082352077,13800.3331643085,8278.52799245994,10619.3226486213
"18",11592.846220425,11441.9635378443,11714.6665008689,11346.3163844171,11749.0817107488,11389.0965858366,10834.02839369,11881.6824090501,11549.2958857916,10378.7910799672,11711.6318886347,12673.3473076835,11859.5784834121,11526.2097862631,10655.741040145,11229.3974953008,11985.4414092384,10567.1668167227,11330.08331658,10008.5600960807,12046.785333484,13267.0958028509,11073.0920672061,10772.0838890191,9944.50776281976,15878.2017364494,11678.0910711029,11657.5880168161,13158.2773230034,11308.320758416,11877.821488025,10724.3844176958,10618.4311987886,8977.62885352631,11836.6762522127,15838.9641396182,10993.4222079568,11830.355837499,14049.1182243824,11214.0849115828,11154.1277376004,7368.17446863094,13114.5749004781,13950.962906178,12197.8264051041,13362.1293711624,10627.9947520824,9566.77196779994,13194.6186592093,12019.4792741737,12219.6411660407,10282.9404711556,9597.93686046772,7532.19695179916,9508.53629653435,14112.8510507229,14463.7900536957,10448.419909765,10008.031653524,13501.2761281017,9848.49088777482,18985.008142987,9951.26042560725,8679.97711934869,11049.5191381212,8700.5512148738,18913.4129088903,16887.938231606,14497.5059033108,8773.09394504097,13383.5865805396,12541.546042344,15374.1806168911,13350.2778390017,16265.2292322618,16606.8088279611,12079.3989758236,6549.11212344984,17659.1934373676,10938.5956190539,11100.6208342933,11236.1547890892,8903.78182578703,9393.00614938857,10378.4825759328,14544.1592881873,12082.72487588,15761.534211042,10981.6443674982,16441.7384734579,16210.4587502155,13331.3467965442,10438.9220681401,12483.9035721814,13445.1812406591,12188.4270817981,9256.74235122961,9159.22760104173,26887.1097098455,12801.8202966628
"19",11331.5822714447,11543.2938343929,11392.4927236987,10513.1968936306,11737.2978897725,11295.4512852031,10837.4856714541,11914.0069697907,11909.6681466077,11421.1009137591,10863.8680911185,10658.6655118795,11485.853412885,11120.7637738858,12751.6448755498,12707.9182915196,12420.0756737906,11988.4991962692,9897.99580686601,11028.0868398673,11092.4953978089,12295.055811411,11578.4354827457,11412.2057320994,9415.65331860043,13115.9163331006,12294.2538161196,14489.9654054929,12382.0880914218,10411.8985619575,11363.4491506046,9938.86411537274,13550.7470349258,11555.906773276,10981.1221956767,12207.5853254735,10693.7920415032,11757.3636247428,9925.70951833092,12934.7449915967,12465.655427858,11916.450160707,11711.0415788103,10098.2054424604,10347.3346701671,8462.34387235781,14716.1380399707,10877.8897204131,15706.7885243136,8856.33522376914,11583.8791067153,13203.0618834528,11085.0965942495,11369.7576869269,12070.7267664733,7765.33721335321,7901.22567871795,9393.92933215764,10428.1434413881,7596.85426706982,9106.5005480685,9732.53841747785,14150.5890951384,9779.21398192352,10342.4240409152,7261.39388400477,7973.12988959472,12648.7451914774,12676.7377961988,13942.8247553706,10090.055910175,14588.3120059294,13624.4958507699,12900.9498583871,11486.223989623,12745.4206861771,9521.16111725338,9952.46701224069,13188.9371517734,19499.6474849469,15078.4391730637,5469.11053978337,15111.8235040567,14015.1234738196,12670.8570759297,11921.1269096573,9285.94711654623,13665.6429133405,22627.5359089622,7736.83469518598,12199.8174170042,12514.8068939463,12356.8985441816,22583.8214495868,13628.1111836715,13882.2236440849,10175.1456343136,15867.1927501794,8051.52733465003,13198.7336173894
"20",11321.8804413365,11261.2420519977,11423.3205659354,11531.9775514618,11692.3846609981,11425.5402237364,10741.9222119724,10441.268261397,11687.19838088,10187.4509543102,12290.8252957556,12895.0204348388,11172.9502203001,12168.0699092333,11960.521656213,11806.3528838545,12727.5662821574,12481.9643571814,10689.2023045408,12879.7580420875,10705.5267033028,11662.6692384874,15213.9633510154,10545.9606363209,14493.5898447461,10001.6266212626,11145.059090871,10526.7576936835,10800.8541754078,10317.5912969781,11929.8724465877,10973.2193543194,10629.1752911774,10497.0059923556,12209.9289936494,12426.1812496969,14407.9637866487,13021.5962849926,10540.1056491734,9449.71478076877,11406.2008068879,7762.70219268269,10629.8322344792,12435.480252946,14569.1280509696,13027.3370575997,12218.836046059,16383.984853637,12249.5001935181,10009.3634436117,9572.57031321078,10299.5264450567,13164.7454874563,12107.3080789726,8235.89606718256,10007.6095137506,12031.2048010722,10232.2626407438,11101.7385101484,15047.9286638339,24092.276932144,6127.08384036535,7192.14831594634,14930.4188877665,7420.30922839797,12286.1669025535,10888.528135306,11373.6941619131,9031.03239522409,8633.82378462353,8931.2411852384,12410.1961651147,10742.0554846306,13837.871562854,8491.88339838646,16693.2683314944,11778.9353485733,7085.06964607497,12201.0654578517,12474.5628494255,13361.989162566,13714.2924512819,20282.6344645305,17918.4083277904,9757.0980782911,13922.0250886956,8467.98558096297,12152.8786247482,20004.698161302,3502.34524497646,15448.0790437366,8334.49314552777,11371.7618762453,9605.58326734885,16358.6034251873,7936.6969661056,8026.71904559301,12926.068260592,22986.6874498479,8275.44253092993
"21",11504.9235795285,11303.5177716075,11749.1479548225,11442.9574505977,11253.6812869449,11157.9936927626,11774.1352910447,11730.4344471839,12624.5677949692,11360.9562470566,12059.0915378079,11108.9399298657,10731.9936616439,11679.2312868912,11199.911551203,12681.5957740563,12399.6196284075,10234.1041367414,12503.2717862408,10755.7771701201,10318.542928067,14693.707128913,13413.149497525,11836.3227663544,11405.0883027008,10518.549743192,10855.124512943,11558.2125903604,10997.6591336252,10721.8192787151,12343.6299075404,11954.880751867,9706.84798273115,9751.70082531103,12398.995102418,14228.4276328364,9934.26439682852,11272.7569131325,14738.1816036097,11766.2134232269,12004.6617813868,7690.69337948293,12183.9202661063,15487.9771972262,11043.7406770749,15733.2977003796,10033.0187159732,9680.04854711407,11798.5136657696,13180.4717762263,14622.0116061079,9088.10012579908,10266.6922228893,11883.1903759538,10901.8686855251,16545.970975214,14836.0136670979,9779.14862652199,11428.9881443762,10719.8235010783,8479.34983347039,14059.996644984,14311.2689718705,8502.62977318243,11875.999966806,12081.2805717114,15886.033147532,12970.6563630978,6925.28893808253,18413.3255987634,9744.69128523933,9099.65742803689,12303.0410883942,10112.1741845967,8049.06826777695,6588.69251985859,10037.0399041083,10873.0030478161,8587.1410877168,13954.0577881384,10668.2700437559,11291.8558616257,7874.76348710677,15896.2576635761,18207.6224421856,10031.510077476,10906.5420019543,11209.2301969644,11386.988542756,7434.05592840093,12493.4671828198,14320.3289677257,12968.3444252217,10519.4695036958,16014.1940639007,8801.54428456635,13748.5225170235,8607.77564591265,7702.50087927151,9462.64410785774
"22",11346.9804840888,11553.8370810017,11364.5620241258,11562.7975633281,11298.9676232474,11162.2634728371,10357.7560595832,10942.1802041406,12128.671104916,10790.4696295075,12268.5956934345,10103.4990945106,11486.2590611144,12841.4376525297,11552.6130237608,11472.7837701147,11801.4144973701,10189.532112194,10503.6756584102,12699.7829391872,12603.6100047365,12099.1301117155,13375.5815490288,10809.5530296777,10585.0662685379,10840.2557797547,11256.0631939715,11183.4480388423,17706.1478553358,11735.5718819249,11874.8471969812,15165.0188452755,10546.9785409084,11909.1771474423,10050.9355818312,9944.84990252812,13125.4430351559,15049.4096372565,11235.4030476834,9869.42910066733,11251.9150511708,13397.4408759389,10423.6919952723,14087.1075407568,13578.214281883,11118.235464022,11190.2883032978,16034.9552866069,11483.4527912463,16543.7799941663,9386.57314068561,9541.33695379976,9485.97096199401,11259.5833635598,12864.4480155521,12656.0071455809,11736.3567711605,10425.1881882255,13218.2819630963,16405.2682724198,13389.4872647042,9738.28171061216,15492.3410733027,10495.0455295929,12725.9349710604,12400.6155432484,13153.2212503953,8618.000341055,6603.4713599638,12882.0201684115,14369.3015732387,11058.5543575667,13065.7962346965,16060.0838991169,12139.1960008202,13572.0123017494,12069.0058878669,14875.4712006913,10909.3840650593,12535.6062763429,11498.9037820957,15154.7067839806,13968.5073449601,14169.6779073651,21285.2947685149,7475.50272976069,13388.1222904196,7577.69229125695,10367.4184939584,10095.7247838569,14887.9259367677,21588.1972438884,11425.9913605854,15056.2530820896,6952.71855341712,6607.49743576911,9883.29977561377,10600.413668464,15489.3613447702,18266.3428904397
"23",11417.7985060215,11306.2096682906,11759.4116906074,11326.9894011288,12270.0230472825,11256.7380635719,11385.1049100945,11340.2110006445,11574.5420687777,11521.1117642786,11370.6996143163,9623.58428012495,10427.6996815793,11396.2949560578,10872.2095239624,10687.5962561892,11186.9171572343,10242.0293976156,9942.89155680159,11375.5519436715,11194.5237899049,11084.2433089711,11184.2812709058,10821.2069071261,9880.43739050468,13085.8554500991,11822.1347015735,12847.3420521041,8873.81825063646,12847.2994987761,9587.00791798825,13600.5754602786,11344.1907057692,11752.885315432,13387.0144165874,10694.7987480888,10006.7874802499,10805.9204696383,13416.4601595505,8918.6940819138,11338.2273301986,11989.8435148797,9677.57261002082,9866.09783224552,9058.70059504519,9670.80804536617,15372.123349541,10646.5932921769,12418.4290347196,8768.13185492407,12289.1695463045,9908.72545743195,11312.7812226389,8804.27771625905,7793.57241909328,10420.5268227907,10182.6941844871,7876.63863391571,11529.7997885934,10952.7930638276,13429.6450974531,11668.2501528352,15067.9077454062,10890.1574917398,9722.56134892922,11799.6101295056,8435.42258049818,11664.3077959647,12770.4778339095,10926.8088120793,8570.0651520314,11790.38391972,9936.08933360383,14634.0892170943,12608.192948714,9807.56586365665,6934.31083206234,9480.99483729662,14905.0648837382,11491.3459953712,11575.0822499872,17913.4832248085,14120.2609235802,8035.11073742667,11058.5504604175,7747.13280024183,11447.9600672148,7248.25308561279,8611.72808926021,8292.9853860738,9360.85203152607,6586.85374420467,13042.4546285123,18495.5336049073,13890.7887562652,5219.57568437653,9139.67292224608,7930.50049084741,30252.2476760165,10985.208958589
"24",11427.8461812669,11363.9376380681,11269.9120307327,11515.6739526324,11192.0172442031,11124.5467343712,11965.2441559663,11489.6541404584,11296.9987905981,10635.978932416,10404.439364434,11008.0601191677,12622.9854247655,12808.0042163645,11892.6001496073,12864.322862016,10661.4332084685,11834.9858448776,10270.7355812625,12151.7011252733,9414.11987128899,9672.16370352214,13058.3226459147,11178.4070897466,11673.416735784,12067.7807720796,10880.0293143753,10231.0141729872,9858.97061102391,13321.1910701069,10263.5200213989,8981.36629029352,14365.4961175858,12491.4614522855,6994.31095434837,13528.6566283884,11069.8869948335,13030.0439208574,10276.2381493889,8641.06743072861,10516.0084023115,10320.3215102075,15617.2139784298,8866.54454655534,10769.6245334523,6519.97035917074,9992.27315433112,10339.5244045156,17623.5574099909,12415.0280101748,20291.6759360374,12157.4813884255,10487.8938756268,9524.2141103062,16993.1917378333,8960.68527036365,15723.9590307315,13560.9000021583,11142.2514584047,12793.9440176779,11574.1583942087,5966.40531148945,6353.8087114411,10756.0216909978,13952.2012642645,11746.8005390272,11818.6053239072,6747.58536998484,6407.71023132612,14210.2845862784,13279.1604486007,15710.1185919666,15879.6712097609,9467.17589316997,9740.93504000144,9728.25507302021,14263.0538850898,8234.64190136348,16564.1833940341,11286.2354188519,13862.4804939494,14033.2980042434,12102.1431977348,8834.40508227626,22903.4278637612,13887.9897719876,16858.4926526825,13273.2132371741,14797.1256602408,14271.1605908191,8219.65616891718,14626.6993464753,9305.38698238664,11798.7767116972,16077.7030173821,13721.7853168906,16170.0035211606,10987.4895785538,8596.80440419671,15542.5198049413
"25",11357.2149487362,11224.416150954,11588.1249799437,11698.5078073592,11462.249826013,11634.8744861534,10788.6679533521,11151.5192390443,12175.0828644113,10601.0377286925,12421.285719009,11489.7591492297,11342.1401614859,13557.2435844508,12182.3005700041,12215.1546497147,11441.5692517372,10317.5331257982,11311.415443209,11895.7305139791,11054.4112818546,13203.1113011442,9804.10730078334,14654.0887045565,10891.4707515773,10038.5158662847,10908.764365586,11191.14734521,11850.6757288275,8900.61314983571,14182.1079906143,10998.4168389653,12213.2062201056,10014.4818098052,14235.5043289331,13696.2855516664,13224.2230344455,14099.3649661001,8994.68859855118,10338.2920008141,12420.6837058593,13672.8047496378,13069.8888960175,10835.4432962902,13690.1097817371,12590.24280094,11096.7504562579,12772.6757828431,14806.0060415055,12082.273465177,10846.2005562399,13719.1658858429,10994.7638277377,12505.1492438634,11742.7388597007,14026.1931737208,12105.0971247954,12823.5573793902,14195.3615161218,8315.63165015038,12162.7763872988,9899.38306264901,9823.19598601453,14073.0620300541,11171.668216365,11953.6000440561,11159.6223589876,12774.3897966598,9484.90075628115,11361.8404836739,15647.8511220048,20341.8542146283,8813.18025740311,14351.7549404444,11569.2267642406,15067.4123045278,7516.91289738191,13714.53054786,14706.6266381479,9912.2553474034,11731.5471582989,9159.09521983346,9398.45999168404,9074.68825975878,7755.96286177862,12759.542447353,18194.7622005348,14486.2725812271,12412.642724813,10312.692184112,7144.09519923452,12586.309363192,11546.5013822209,7407.42108698237,13137.4585782164,11248.3900591916,11661.3308708218,5073.35526322819,11099.8428127175,11352.1741876099
"26",11416.4923113347,11283.4707412176,11451.0715547384,11391.5180091783,11848.2121489287,11368.8786173047,11279.3171231403,11021.2782262624,11356.3247591653,12086.0957415986,11416.409432092,13216.9710288638,10990.6001744456,12288.0251457577,12196.5645827586,11158.7969610716,11483.6648456574,10278.1181664534,13253.6380752946,9111.64743783358,9871.2353732443,10295.4803294866,11904.9416663438,10794.5731845324,12446.2521935776,11557.3692233915,11925.6582025517,10938.3775065265,11257.4330216497,13315.6095082942,13560.7085789306,11142.990899082,10223.6558884151,13113.0232882235,13599.0178349875,10183.3197237425,10806.233867441,11780.4344698966,8295.6080202103,15521.4467702649,9588.46454387063,12187.0577417508,9282.92883087938,13572.637155316,9696.64626408205,11591.6920129068,15084.0288163159,9975.01214150439,9440.67871103126,7928.7532010383,10529.5784853159,11494.7306650734,13109.2408942904,8956.05097623252,11615.708126335,10361.0529044232,13255.2001476081,15052.9289224341,9040.98644821724,7520.0787285534,13459.0324412594,9787.6644683642,12158.8052785832,13164.9691773625,12938.1443180536,9951.07214382023,11076.800320061,13167.0060385655,6970.30670123594,7469.86948973187,9258.52895635151,11139.9871400233,12875.2232018613,9454.53178178799,9161.3575946796,11736.5356311474,10322.5598082556,9904.21965030308,15633.2176956722,7865.3357266254,13889.3821606917,9762.79197582084,11268.6466509309,10904.934246093,6616.42076157189,8238.18369022087,13189.2737141732,10439.780547241,14284.4015537603,12667.1143737484,11074.6878136518,10723.551291258,16810.8726324398,6896.41133008897,17869.6781284917,16411.967863142,9641.00183938552,10990.7141182128,13235.84578376,9778.55328136873
"27",11340.3621517847,11231.6565238066,11238.6644867402,11078.6974454055,11122.4296591854,11278.7355174536,12109.4354909051,11590.1811748867,11653.6165340505,11328.6169366441,10559.4755047967,11346.0576974321,10975.8802905881,11939.3830172377,11559.70825952,11633.1867415691,10499.129588041,11953.7837591822,11238.3355082353,12592.496146628,10466.1042033559,11836.6316506794,11877.3074625671,12655.8473827325,13801.6237846737,10629.5855863778,9916.4511945561,11489.8333366494,10264.7544898066,11751.6740972171,9795.14977721246,12203.045160106,10065.8051251488,11111.3217968578,11148.0017190376,8854.33742252649,13727.14611412,10950.2378575271,11808.726694364,14733.8963686198,10417.3927414779,7249.14113171496,13845.197251615,11305.7459082283,12900.0896044649,9784.11772264082,9161.87557191456,12818.5389896757,10159.7095508441,11696.015179378,10424.3938741086,8798.88685190283,11871.6004020723,8727.88302205246,11492.3579766094,9960.33752803519,13904.7848950639,7695.30208045312,11719.5377428989,10858.0266921294,11370.3763683884,9804.24610147978,9169.33270345585,15528.0798327245,11094.7898626677,8261.08265442145,11081.3053995308,12851.1303734798,18034.9845816346,11230.2358340775,12027.8002313646,10306.8953803122,8586.34464560935,8782.95514676013,8423.79810199092,5072.57364801176,9295.82693593472,10277.6046716356,15279.8336513227,15778.0902936823,5957.32030933815,11496.691777939,9725.675834276,9944.27093995308,15864.2142185453,18033.220765244,9912.99567294387,10962.317209157,23138.195475349,15870.189447022,8927.92201363626,10019.4800967325,13973.2958314208,10914.3319322038,26240.4618488543,18770.3182601283,17426.7981941411,7223.79503803881,8820.25471423288,10549.3036200584
